,const,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
7284,1.0,3,57,44270,1,0,1,0,1,0,0,1,0,1,0,65,162,5671,10,14,2,0,0,3,2,3,3,4,3,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
8898,1.0,1,69,25392,1,0,1,1,1,0,0,0,1,0,0,67,172,5870,15,13,0,1,0,4,3,3,5,4,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2071,1.0,1,60,26385,1,1,1,0,0,0,1,0,0,0,0,5,124,592,8,15,1,0,1,3,2,3,4,3,3,4,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0
2124,1.0,3,45,31486,0,0,0,0,0,1,0,0,0,0,1,16,134,1661,7,11,1,0,1,3,3,3,5,3,4,4,4,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
3554,1.0,3,41,42118,0,1,1,0,0,0,1,1,1,1,1,6,232,1279,13,13,1,0,1,4,4,3,4,3,3,1,4,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
3269,1.0,0,64,36171,1,1,1,0,0,1,1,1,1,0,1,29,164,3181,14,11,1,3,0,5,6,5,3,3,3,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1501,1.0,4,71,39432,1,0,1,1,0,0,1,1,0,0,1,18,169,1688,7,11,2,0,0,1,2,2,3,4,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5411,1.0,1,40,9710,0,0,1,1,0,1,1,0,1,0,1,61,204,5563,12,11,1,0,0,3,3,5,3,3,3,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4201,1.0,8,20,2246,0,1,1,0,1,1,1,0,0,1,1,7,164,1895,7,17,1,0,1,3,4,2,4,4,3,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4865,1.0,2,88,21512,0,0,0,0,0,0,0,0,1,1,0,6,187,1377,8,11,1,0,0,3,3,3,3,3,2,3,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2534,1.0,8,74,20773,1,1,1,0,0,1,0,1,0,1,0,1,162,950,8,13,1,1,1,4,4,4,4,5,3,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
4543,1.0,9,30,85003,0,1,1,0,0,1,0,0,1,1,0,22,197,2696,5,11,2,0,0,4,4,4,4,4,3,3,5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
8627,1.0,3,57,7163,0,0,0,1,1,1,1,0,0,1,0,62,197,6182,11,14,1,1,0,4,4,3,5,3,4,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
7987,1.0,3,64,52153,0,1,1,1,1,1,0,0,0,1,0,62,204,5675,9,8,3,0,0,3,4,3,3,3,4,4,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5644,1.0,3,85,16055,1,0,1,0,0,1,0,0,0,1,1,47,169,4130,3,12,1,1,0,5,5,5,3,4,4,4,5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1535,1.0,1,45,42065,1,0,1,1,0,0,1,0,0,1,0,4,192,693,10,14,0,0,0,3,4,4,3,3,4,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
116,1.0,6,24,26282,1,1,1,1,0,0,1,0,0,0,1,6,137,1353,9,10,1,0,1,5,5,4,3,3,3,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3160,1.0,3,19,78517,0,0,1,1,0,0,0,0,1,1,0,2,240,908,9,14,3,0,0,3,4,4,3,3,5,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5791,1.0,1,28,93285,0,0,1,0,1,1,0,0,0,0,0,61,104,5289,7,12,1,0,0,3,2,4,2,4,2,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4945,1.0,2,58,29950,0,0,1,0,1,0,0,1,0,0,1,8,127,897,8,13,0,0,0,3,4,3,3,3,3,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5476,1.0,2,45,14253,1,0,1,0,0,1,1,0,1,1,1,59,242,5610,9,10,0,0,1,5,4,5,5,2,6,5,3,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
3369,1.0,3,47,2260,0,0,1,0,1,0,0,0,1,1,1,10,210,1526,9,16,0,0,0,3,3,2,3,4,4,2,3,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
580,1.0,0,41,10299,1,1,1,1,1,0,0,0,0,0,1,1,147,261,6,13,0,1,0,3,3,2,4,2,3,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8523,1.0,8,37,76587,0,1,1,0,0,0,0,0,1,1,1,48,207,4779,14,15,0,1,1,5,4,5,4,2,5,5,4,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8006,1.0,0,41,67694,0,1,1,1,0,0,0,0,1,0,1,61,169,5367,7,14,0,0,0,3,3,3,4,3,2,4,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
302,1.0,1,80,63095,0,0,0,1,1,1,1,1,1,1,0,14,270,2335,10,15,1,2,1,3,3,3,3,4,2,4,4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
5420,1.0,3,26,55959,1,0,1,0,1,0,0,0,0,1,1,53,117,4893,6,5,1,0,0,5,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4321,1.0,0,37,88324,0,1,1,0,0,0,1,0,0,1,1,5,127,703,8,13,1,0,1,4,3,2,4,4,4,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3394,1.0,0,79,7489,1,0,0,1,0,1,1,0,1,1,0,4,242,1014,11,12,1,0,0,4,2,2,3,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6540,1.0,3,85,46584,0,0,1,1,0,0,0,0,1,1,1,36,240,3514,9,12,0,1,0,3,2,3,4,4,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2911,1.0,5,54,8168,0,0,1,0,0,1,0,0,1,0,0,3,159,719,6,15,1,0,0,3,3,3,5,2,4,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2109,1.0,1,62,38302,1,0,1,0,1,1,0,0,1,0,1,12,142,1821,13,8,1,1,0,4,4,3,3,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7887,1.0,3,76,62939,0,1,1,1,0,0,0,0,0,1,1,62,179,5476,8,13,0,0,1,3,4,3,2,5,4,3,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4417,1.0,2,26,14345,0,1,1,0,0,1,0,0,1,0,0,21,159,2150,7,11,0,1,0,4,3,4,4,3,3,4,3,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
7948,1.0,0,60,33554,1,0,1,1,1,0,0,1,0,1,0,68,194,5971,10,14,0,0,0,5,4,3,4,4,2,3,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
5103,1.0,2,30,26634,0,0,1,0,0,1,1,1,1,0,1,58,184,5296,11,10,1,0,1,4,5,5,4,5,3,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2652,1.0,0,67,7004,1,0,1,1,0,1,1,1,0,0,1,4,172,1003,6,9,0,0,0,6,5,6,3,3,5,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4422,1.0,1,21,40941,0,1,1,0,1,0,0,0,1,1,1,9,177,1432,9,11,1,1,0,2,3,3,3,3,3,5,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
2373,1.0,4,89,14428,1,0,1,1,0,0,1,0,0,1,0,8,172,1531,11,15,2,0,0,3,3,5,3,2,3,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
6095,1.0,0,26,50556,1,0,1,1,0,0,0,0,0,1,0,66,179,5873,9,11,0,0,0,4,4,4,4,4,5,5,4,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
1907,1.0,1,30,100033,0,0,1,0,0,1,0,0,1,0,0,1,127,505,7,10,2,2,1,1,1,2,3,5,2,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5937,1.0,0,27,23515,1,0,1,1,1,0,1,0,0,0,1,58,160,5078,9,10,3,0,0,2,2,2,3,3,3,3,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
7148,1.0,1,39,80790,1,0,1,0,0,0,0,1,0,1,1,53,159,4571,7,14,0,0,0,2,1,3,4,4,3,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
6103,1.0,3,49,61396,1,1,1,0,1,1,1,0,0,1,0,61,164,5940,9,8,3,1,0,5,4,4,5,4,5,4,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2942,1.0,1,35,23661,1,1,1,0,0,1,1,0,0,1,1,13,162,1908,11,16,1,0,0,4,4,4,3,4,4,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7576,1.0,1,84,1628,0,0,1,0,0,0,0,0,1,0,1,65,104,5495,11,14,2,0,0,3,3,3,3,4,2,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
6646,1.0,0,35,47364,1,0,1,1,0,0,1,0,1,1,0,62,252,5814,11,10,0,2,0,2,3,3,2,3,3,3,2,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0
8596,1.0,1,88,66525,0,0,0,1,0,0,0,1,1,1,1,58,252,5305,8,8,2,0,0,3,2,3,3,4,2,2,5,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
4655,1.0,8,38,25707,1,0,1,1,0,0,0,0,0,1,0,8,179,1292,11,11,0,0,0,4,3,4,3,5,3,3,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
3788,1.0,0,87,62496,1,0,1,0,0,0,1,0,1,0,0,1,117,313,11,8,2,0,0,4,4,4,4,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
612,1.0,2,46,48137,1,0,1,0,0,1,0,0,0,0,1,10,134,986,11,10,1,0,0,3,5,5,4,2,5,4,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3532,1.0,10,48,31746,1,0,1,0,0,1,0,0,1,0,1,5,139,1485,7,13,0,0,1,4,3,3,3,4,2,3,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
9378,1.0,2,50,72830,0,1,1,1,1,1,0,0,1,1,0,39,245,4420,5,14,0,0,0,5,6,4,3,4,3,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4245,1.0,0,52,8122,1,0,1,1,0,0,0,0,1,0,0,17,169,1707,10,7,4,0,0,3,4,3,2,3,2,2,3,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
4476,1.0,2,22,21395,1,0,0,0,0,0,1,0,0,0,0,5,124,716,12,9,1,0,0,6,6,6,4,3,6,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3932,1.0,2,38,30023,1,1,1,0,0,1,0,0,0,0,1,8,102,1003,7,10,0,0,0,3,4,4,4,4,3,5,3,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
4644,1.0,1,29,42123,1,0,1,1,0,1,1,0,1,1,1,7,255,1878,11,17,2,1,0,4,5,4,3,5,4,4,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4938,1.0,0,74,13744,0,0,1,1,1,0,0,0,0,0,1,11,147,1026,7,10,0,0,0,4,3,5,4,5,3,3,4,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
6507,1.0,0,83,19662,1,0,1,1,1,1,1,1,1,1,0,51,290,4889,6,15,0,0,0,3,4,5,3,3,3,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2772,1.0,3,50,15826,0,1,1,1,1,1,0,0,0,0,0,11,169,1326,7,11,1,0,1,4,5,4,4,3,4,4,4,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
2378,1.0,2,47,38886,1,1,1,0,0,0,0,1,0,0,1,2,104,812,13,18,2,0,0,4,4,3,3,4,4,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6549,1.0,0,79,23799,1,0,1,1,1,0,1,0,1,1,0,61,222,5639,10,19,0,0,0,4,4,4,3,3,4,3,5,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
6586,1.0,3,61,60320,1,1,1,0,1,0,0,0,0,1,0,55,149,4876,10,8,3,3,0,4,3,3,4,4,5,4,4,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
5141,1.0,3,45,13722,0,0,1,0,1,1,0,0,1,1,1,51,212,5388,8,5,1,0,1,2,3,2,4,4,4,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9058,1.0,1,68,14475,0,0,1,0,0,1,1,0,0,0,1,41,114,3603,15,13,1,0,0,3,3,3,5,2,3,3,3,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
310,1.0,0,22,22362,1,0,1,0,0,1,1,0,0,0,1,9,114,1079,13,15,0,2,0,4,4,5,4,4,3,4,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
543,1.0,0,36,33559,0,0,1,1,0,0,1,1,1,0,0,14,194,1651,13,11,3,1,0,4,4,4,4,3,4,4,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
6233,1.0,2,49,13638,0,0,0,0,1,1,1,0,0,1,0,63,184,5651,10,11,1,1,0,4,5,4,4,1,5,5,4,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
2713,1.0,1,59,11132,0,0,1,1,0,1,1,0,0,1,1,9,194,1667,6,10,2,0,1,3,3,3,3,3,3,4,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
708,1.0,4,38,68180,1,0,1,1,0,1,1,0,0,1,1,10,194,1924,6,9,1,1,0,4,4,5,3,2,5,6,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3313,1.0,0,24,45094,1,0,1,1,0,1,1,0,0,0,1,10,179,1305,4,14,1,2,0,4,4,3,5,3,4,3,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
6376,1.0,0,74,52053,0,0,1,1,1,1,1,1,0,0,1,63,195,5527,7,9,1,1,0,2,1,2,2,3,2,4,3,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
4026,1.0,1,71,6908,0,0,1,1,0,1,0,1,1,0,1,8,184,1450,4,13,1,0,0,2,3,2,2,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4838,1.0,4,75,24538,0,1,1,0,1,1,1,1,0,0,0,2,130,494,3,6,0,0,0,3,4,3,3,3,3,5,4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
2681,1.0,0,18,46431,1,0,1,1,0,1,1,0,0,1,0,5,194,1406,5,14,0,0,0,4,4,4,2,4,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,1.0,2,63,45634,1,0,1,1,0,1,1,0,1,0,0,7,184,1570,9,14,1,0,0,3,4,3,3,4,4,4,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
7825,1.0,3,73,19839,1,0,0,1,1,0,1,1,0,0,0,71,172,6104,8,10,1,0,0,4,4,5,3,4,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6569,1.0,0,73,5225,1,1,1,0,0,0,0,0,0,1,0,67,114,5632,12,10,0,0,0,4,4,3,3,2,4,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1017,1.0,6,65,38166,0,0,0,0,0,0,1,0,1,0,0,9,117,1223,6,12,1,0,0,2,3,2,4,2,3,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2184,1.0,4,27,78989,0,0,1,0,0,1,0,0,1,0,0,10,159,1341,15,11,1,1,1,5,5,3,1,6,4,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
2115,1.0,4,83,7521,0,0,1,1,1,1,0,1,1,0,0,8,174,1231,17,11,0,0,0,3,2,4,5,4,3,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2521,1.0,0,57,57549,0,0,1,1,0,0,1,0,0,1,1,9,172,1547,10,9,0,0,0,4,2,4,5,2,4,4,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
8978,1.0,3,66,23005,1,0,1,0,0,1,0,1,0,1,1,64,162,6055,12,13,0,1,0,3,2,3,3,4,3,4,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
8374,1.0,3,30,20769,0,0,1,0,0,1,0,1,0,1,0,59,162,5781,8,13,3,0,0,4,3,4,4,2,5,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
821,1.0,4,82,12482,1,0,1,0,0,1,0,1,1,1,1,24,242,2551,10,14,0,1,0,4,4,3,4,1,5,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
9420,1.0,1,43,44276,1,0,0,0,0,1,1,1,1,0,1,57,164,5586,10,11,1,2,0,3,3,2,4,3,3,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
5115,1.0,1,45,23308,0,0,1,0,0,0,1,0,1,1,1,56,200,5684,10,18,1,0,0,3,4,4,3,3,4,4,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
4954,1.0,3,66,10219,1,0,1,0,1,0,0,0,0,0,0,4,114,501,7,17,2,1,0,2,3,2,3,4,4,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
779,1.0,1,76,10589,0,0,1,1,1,0,0,1,0,1,0,8,194,982,7,16,2,0,0,5,4,3,6,4,4,5,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
4344,1.0,1,44,16314,1,1,1,0,0,1,0,1,0,0,0,12,127,1638,10,10,0,0,0,2,3,2,3,5,2,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
19,1.0,3,23,19494,1,0,1,1,0,0,0,0,1,0,1,12,149,1954,10,10,1,0,0,5,5,5,4,4,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6605,1.0,2,55,15629,1,0,1,0,1,0,0,0,1,0,0,68,139,5943,11,16,0,1,0,4,3,4,4,3,3,3,3,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
6347,1.0,4,83,14148,0,1,1,1,0,1,0,0,1,1,1,67,242,6576,9,17,0,0,0,6,6,5,3,4,4,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9974,1.0,1,57,43317,1,0,1,1,0,1,1,1,1,1,1,70,255,6468,7,15,0,0,0,4,5,3,4,2,5,5,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
88,1.0,4,21,15609,1,0,1,0,0,0,0,0,1,1,1,3,187,1393,8,12,4,0,0,4,4,4,3,3,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7075,1.0,8,29,26894,0,0,1,1,1,0,0,1,0,0,1,59,139,5801,9,11,0,1,0,4,4,4,2,4,3,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6313,1.0,8,44,7956,1,0,1,0,0,0,1,0,1,0,0,41,129,4316,10,14,1,0,1,5,6,5,3,5,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9722,1.0,3,64,31713,1,0,1,0,0,1,0,0,0,1,0,61,169,5304,9,17,0,0,0,2,3,2,3,4,2,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8923,1.0,1,42,67040,0,1,1,0,0,0,1,0,0,1,0,58,159,5161,7,12,0,1,0,1,1,2,4,4,2,1,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1015,1.0,3,40,18203,1,0,1,1,1,0,1,1,0,0,1,3,172,630,9,10,0,0,0,2,1,2,5,1,2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6424,1.0,0,84,36835,1,0,1,0,0,0,0,0,1,1,0,64,175,5675,13,10,0,0,0,3,2,2,4,4,2,3,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1600,1.0,1,49,21409,1,1,1,1,0,0,0,1,0,0,0,14,137,1737,10,11,1,0,0,4,5,4,6,2,5,4,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3251,1.0,1,28,48448,1,0,1,1,1,1,0,1,1,1,1,5,277,1282,9,10,2,0,1,4,4,5,4,3,4,5,5,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6517,1.0,0,62,60981,0,0,0,1,1,0,0,0,1,1,1,64,242,5806,11,11,1,0,0,3,4,3,2,4,3,4,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
8350,1.0,1,43,21569,0,1,1,0,0,0,0,1,0,0,0,44,92,3788,7,14,0,0,0,5,4,3,6,3,4,5,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2333,1.0,1,56,25996,0,0,1,1,0,0,1,1,0,0,1,1,149,711,10,11,2,1,0,5,4,4,4,3,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5873,1.0,3,83,14078,0,0,1,1,0,1,1,1,0,0,0,71,192,6053,13,15,1,0,0,4,4,4,4,4,3,4,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2465,1.0,0,41,58940,0,0,1,1,1,1,0,1,0,1,1,3,197,1151,9,10,2,1,0,5,5,4,4,4,3,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6301,1.0,0,71,43527,0,1,1,0,1,1,0,1,0,0,1,60,149,5147,13,15,0,0,0,2,2,3,2,4,2,2,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
9299,1.0,2,51,74771,0,1,1,0,0,0,0,1,0,0,1,70,124,5834,9,9,0,1,0,5,4,5,4,3,4,5,5,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
7273,1.0,0,27,26580,1,1,0,1,0,1,1,0,1,1,1,61,242,5809,8,15,1,1,0,4,4,3,4,4,4,5,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9439,1.0,1,21,17612,1,0,1,1,0,1,1,0,0,1,1,57,194,5638,8,17,0,0,0,3,3,4,2,4,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3404,1.0,2,78,47190,1,1,1,0,1,1,1,1,1,1,1,10,237,1919,12,13,1,1,1,3,5,3,4,5,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8276,1.0,1,87,38131,0,1,1,1,0,0,0,0,0,1,1,39,179,3354,6,10,1,0,0,3,3,3,5,2,2,4,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1021,1.0,1,70,28797,0,1,1,1,0,0,0,0,0,0,0,18,124,2035,8,16,3,0,1,5,4,4,6,3,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9291,1.0,4,47,57304,1,1,1,1,0,0,0,0,0,0,0,68,144,5837,9,9,2,1,0,5,3,4,3,4,5,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7360,1.0,3,18,28961,1,0,1,1,1,1,1,0,0,0,0,42,150,4095,7,6,1,1,0,4,3,3,4,4,3,2,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
3444,1.0,0,42,72718,0,1,1,0,0,0,1,0,1,0,1,1,149,495,6,10,0,0,0,3,4,2,3,3,3,3,4,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
3654,1.0,0,72,29702,1,1,1,0,1,0,1,1,0,0,0,4,120,980,7,14,1,1,0,4,3,2,3,4,3,3,4,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
5468,1.0,2,75,29161,1,0,1,1,0,0,0,1,1,1,1,65,252,5903,12,14,0,0,0,2,3,2,3,4,2,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9895,1.0,0,24,33430,1,1,1,1,1,0,1,1,0,0,1,65,140,5702,12,14,1,0,0,4,4,4,3,3,4,3,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3587,1.0,2,75,28082,1,0,1,0,0,1,0,0,1,1,0,2,197,716,8,11,2,0,0,4,6,4,3,3,4,4,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3938,1.0,0,75,11611,0,1,1,0,1,0,1,0,1,1,0,2,222,768,5,14,0,0,0,4,5,5,3,3,2,4,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3787,1.0,4,30,63208,1,1,1,0,1,1,1,0,1,1,1,3,245,1217,14,10,3,0,0,3,3,3,4,3,4,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
819,1.0,2,73,41717,0,0,1,1,1,1,0,0,1,1,1,1,232,805,7,10,2,0,0,2,3,3,2,5,4,3,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
5128,1.0,3,48,23447,1,0,0,0,0,0,1,1,0,0,1,70,137,5962,6,13,1,0,0,7,6,4,3,3,4,5,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
5973,1.0,4,22,24461,1,0,1,1,0,0,0,1,1,0,1,63,149,5679,11,18,0,0,0,2,3,3,3,2,3,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
8864,1.0,1,89,11681,0,0,1,1,1,0,0,0,1,1,1,70,242,6254,9,16,0,0,0,3,3,3,4,3,3,3,4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3412,1.0,2,60,53710,0,0,0,1,0,0,0,1,1,0,1,7,149,962,8,14,1,0,0,4,5,6,4,4,4,5,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
2161,1.0,1,68,70673,1,0,1,0,1,1,0,0,0,0,0,7,117,1133,13,9,1,1,0,3,4,3,2,3,3,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9434,1.0,2,30,39223,1,0,1,1,0,1,0,0,1,0,1,64,192,5852,7,12,1,1,0,3,3,3,3,4,2,2,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
8581,1.0,1,70,3971,1,1,0,0,0,1,0,1,0,0,1,62,147,5244,9,12,0,0,0,3,3,4,2,5,4,2,3,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
550,1.0,1,32,23706,1,0,0,1,0,0,1,1,0,1,1,5,204,973,11,14,1,0,0,6,5,4,4,3,6,6,5,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
2558,1.0,3,46,49535,1,0,1,1,1,1,1,1,1,0,1,6,199,1606,13,18,0,0,0,7,7,6,4,4,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3980,1.0,3,76,42998,1,0,1,1,0,0,0,0,0,0,1,5,144,617,11,9,1,1,0,4,4,4,2,4,5,4,3,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0
3219,1.0,2,28,14745,0,1,1,1,0,1,0,1,0,0,1,2,179,557,18,16,0,0,0,5,4,4,3,4,4,5,3,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7471,1.0,2,59,31633,1,0,1,0,0,0,1,0,0,0,0,66,92,5597,7,10,2,1,1,3,3,4,2,5,3,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1311,1.0,0,71,56034,1,0,1,0,0,1,1,0,0,1,0,2,182,483,5,11,0,0,0,1,4,2,5,2,3,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
3002,1.0,1,77,25806,0,0,1,0,1,1,1,1,1,1,0,5,225,1153,12,12,0,1,0,3,5,4,3,4,4,5,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
